,text,blockInfo
743,"I= Eedi
Jo and Paul are arguing about factors and multiples.
Jo says two numbers have an infinite number of common multiples.
Paul says the highest common factor of two numbers is always greater
than 1.
Ⓒ Eedi 2018
A
Only
Jo
B
Who is correct?
Only
Paul
Both Jo
and Paul
D
Neither is
correct","[[48.5, 21.0], [319.5, 138.5], [41.0, 465.0], [93.0, 332.0], [93.0, 395.0], [242.0, 332.0], [319.0, 253.5], [242.0, 397.0], [400.5, 396.0], [540.0, 332.5], [545.5, 396.0]]"
744,"I= Eedi
Ⓒ Eedi 2018
axbxc
Jo says the statement above is equivalent to: b × c xa
Paul says the statement above is equivalent to: (a + b) x c
A
Only
Jo
B
Who is correct?
Only
Paul
C
Both Jo
and Paul
D
Neither is
correct
VA","[[48.0, 20.0], [41.0, 465.0], [325.0, 151.5], [93.0, 332.0], [93.0, 395.0], [242.0, 332.0], [323.0, 254.0], [242.0, 397.0], [393.5, 333.0], [393.5, 396.0], [540.0, 332.5], [545.5, 396.0], [619.0, 21.5]]"
745,"I= Eedi
Think of a number,
then add 4,
next divide by 5.
Ⓒ Eedi 2018
A
Only
Jo
B
Only
Paul
Jo says you can write this as:
n+ 4+ 5
Paul says you can write this as:
n+4
5
Who is correct?
Both Jo
and Paul
D
Neither is
correct","[[48.0, 21.0], [112.0, 153.5], [41.0, 465.0], [93.0, 332.0], [93.0, 395.0], [242.0, 332.0], [242.0, 397.0], [413.5, 99.5], [414.5, 189.5], [414.0, 263.0], [393.5, 396.5], [540.0, 332.5], [545.5, 396.0]]"
746,"I= Eedi
What is the
perimeter of this
compound shape
made with
rectangles?
A
47 cm
Ⓒ Eedi 2018
B
46 cm
12cm
54 cm
7cm
7cm
15cm
D
[not to scale]
Not enough
information","[[48.0, 21.0], [135.0, 147.5], [92.5, 326.5], [89.5, 379.5], [41.0, 465.0], [242.0, 326.0], [240.5, 379.0], [382.5, 168.5], [393.0, 379.5], [439.5, 91.5], [500.0, 139.5], [483.0, 245.0], [540.0, 326.5], [596.0, 60.0], [542.0, 386.5]]"
747,"I= Eedi
Ⓒ Eedi 2018
A
60
If you list the multiples of 15 in ascending
order, what is the 5th number in the list?
B
45
90
75
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [93.5, 346.0], [311.0, 163.5], [242.5, 283.0], [242.0, 346.0], [391.0, 347.0], [538.5, 347.0], [619.0, 21.0]]"
748,"I= Eedi
Tom and Katie are arguing about distance and coordinates.
Tom says (3,-2) and (2, -3) are equidistant from the origin.
Katie says (4, 1) and (3,2) are equidistant from the origin.
Ⓒ Eedi 2018
A
Only
Tom
B
Who is correct?
Only
Katie
Both Tom
and Katie
D
Neither is
correct","[[48.5, 20.5], [322.0, 151.5], [41.0, 465.0], [93.0, 332.0], [93.0, 396.0], [242.0, 332.0], [322.0, 252.0], [242.5, 397.0], [400.0, 395.5], [540.0, 332.5], [545.5, 396.0]]"
749,"I= Eedi
Ⓒ Eedi 2018
A
7
8 + 12 +4
Which symbol belongs in the box?
B
(8 +12) + 4
V
||
D
IV
VA","[[48.5, 20.0], [41.0, 465.0], [93.0, 283.0], [85.75, 344.5], [214.0, 120.0], [318.0, 207.5], [242.5, 283.0], [420.5, 121.5], [237.0, 342.5], [390.5, 342.5], [540.5, 282.5], [541.5, 345.0], [619.0, 21.5]]"
750,"I= Eedi
How many lines of symmetry does this regular shape have?
Ⓒ Eedi 2018
A
10
B
5
сл
U
1
D
0","[[48.0, 20.0], [319.0, 302.5], [41.0, 465.0], [97.0, 374.5], [94.5, 420.5], [245.5, 374.0], [246.0, 422.0], [245.0, 423.0], [396.0, 374.5], [395.0, 421.5], [544.5, 374.0], [543.5, 421.5]]"
751,"I= Eedi
Ⓒ Eedi 2018
A
7
25 x 14 25 x (2 x
What should replace the star to make this
calculation correct?
B
14
C
12
D
28
VA","[[48.0, 20.0], [41.0, 465.0], [94.0, 316.0], [92.5, 378.5], [325.5, 152.0], [242.5, 316.0], [240.5, 378.5], [392.0, 316.0], [389.0, 378.0], [540.5, 315.5], [540.0, 377.5], [619.0, 21.0]]"
752,"I= Eedi
Ⓒ Eedi 2018
A
0.16
a = 0.2
What is the value of ab²?
B
b = 0.4
0.32
0.032
D
0.0064","[[48.5, 20.5], [41.0, 465.0], [93.0, 283.0], [93.0, 341.0], [246.5, 88.5], [321.5, 154.0], [242.5, 283.0], [390.5, 89.0], [240.5, 342.5], [391.5, 343.5], [542.0, 282.5], [542.5, 343.5]]"
753,"I= Eedi
The shaded numbers on this
grid are the common
multiples of...
Ⓒ Eedi 2018
A
2 and 8
B
3 and 8
1
7
13 14 15
19 20
25 26
2 3 4 5 6
8 9 10 11
12
16 17 18
21
27 28 29
31 32
33
34 35 36
40 41 42
43 44 45 46 47 48
37 38 39
49 50 51 52 53 54
55 56
57 58 59 60
22 23 24
30
3 and 4
D
Impossible to
say
VA","[[48.5, 20.5], [175.5, 138.5], [41.0, 465.0], [93.5, 327.0], [96.0, 392.0], [242.5, 327.0], [244.5, 390.5], [387.5, 100.5], [440.5, 82.5], [426.5, 171.5], [465.0, 126.5], [390.5, 389.5], [541.0, 326.5], [541.5, 402.5], [619.0, 21.5]]"
754,"I= Eedi
-20
|
-5
Ⓒ Eedi 2018
A
Only
Tom
15
Tom and Katie are trying to write calculations
based on the diagram on the left.
Tom writes: 15-20 = -5
B
Only
Katie
Katie writes: (-5)+ 20 = 15
Who is correct?
C
Both Tom
and Katie
D
Neither is
correct","[[48.5, 20.0], [96.5, 150.0], [64.5, 185.5], [41.0, 465.0], [93.0, 332.0], [93.0, 396.0], [165.5, 187.0], [415.0, 112.0], [242.0, 332.0], [242.5, 397.0], [415.5, 203.0], [414.5, 253.0], [393.5, 333.0], [393.0, 396.0], [540.0, 332.5], [545.5, 396.0]]"
755,"I= Eedi
A
C
Ⓒ Eedi 2018
(-5) + (−12) = 12 + 5
true because of
associativity
true because of
distributivity
Is this...
B
D
true because of
commutativity
false
VA","[[48.5, 20.0], [61.5, 219.5], [62.0, 350.5], [41.0, 465.0], [302.5, 82.5], [175.0, 220.0], [175.0, 353.0], [319.0, 143.5], [392.0, 218.0], [392.5, 349.5], [494.0, 220.0], [450.5, 353.0], [619.0, 21.0]]"
756,"I= Eedi
Rectangle P has been
enlarged by a scale factor
of 2 to give rectangle Q.
What length should
replace the star?
Ⓒ Eedi 2018
A
10 cm
B
14 cm
7 cm
5 cm
P
7 cm
G
D
15 cm","[[48.0, 21.0], [139.5, 138.0], [139.0, 226.5], [40.5, 465.0], [92.5, 371.5], [91.0, 424.0], [242.5, 371.0], [241.0, 426.0], [305.0, 201.0], [380.0, 125.5], [384.5, 200.0], [391.0, 424.0], [534.0, 157.0], [540.0, 371.0], [546.5, 422.5]]"
757,"I= Eedi
What is the width of each of the intervals on the number line?
Ⓒ Eedi 2018
A
3/5
3
?
B
1/3
5
1
2
D
2/3","[[48.5, 20.0], [318.0, 67.0], [41.0, 465.0], [93.0, 283.0], [92.0, 354.0], [216.5, 188.0], [244.5, 127.0], [242.5, 283.0], [242.0, 354.5], [377.0, 187.0], [392.5, 348.5], [540.5, 282.5], [542.5, 350.75]]"
758,"I= Eedi
Ⓒ Eedi 2018
A
Only
Tom
Tom and Katie are arguing about 4² x 2²
Tom says 4² x 2² = 64
Katie says 4² x 2² = 84
B
Only
Katie
Who is correct?
C
Both Tom
and Katie
D
Neither is
correct","[[48.0, 21.0], [41.0, 465.0], [93.0, 332.0], [93.0, 396.0], [336.5, 138.0], [242.0, 332.0], [242.5, 397.0], [336.0, 241.0], [392.5, 333.0], [400.0, 395.5], [540.0, 332.5], [545.5, 396.0]]"
759,"I= Eedi
Ⓒ Eedi 2018
A
5
12
сл
Which of the following fractions would lie
between and on a number line?
B
2
WIN
3
316
There are no
fractions
between these
two
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 291.0], [94.0, 358.5], [93.0, 347.0], [319.5, 136.5], [242.5, 291.0], [242.0, 346.0], [242.5, 363.0], [242.5, 373.0], [389.5, 357.5], [543.5, 371.0], [542.5, 425.0], [619.0, 21.5]]"
760,"I= Eedi
Ⓒ Eedi 2018
A
V
What sign would make this statement true?
B
V
11
25
? 0.4
||
VA
You cannot
compare fractions
and decimals","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [95.5, 337.5], [338.0, 90.5], [242.5, 283.0], [240.0, 335.0], [297.5, 170.5], [364.0, 171.0], [387.0, 335.0], [619.0, 21.0], [543.0, 360.0]]"
761,"I= Eedi
Ⓒ Eedi 2018
A
90°
What is the size of angle y?
B
72°
60°
[not to scale]
D
Not enough
information
VA","[[48.0, 20.0], [41.0, 465.0], [92.5, 327.0], [92.5, 379.5], [319.0, 246.0], [242.0, 326.0], [248.5, 377.5], [393.5, 378.0], [569.5, 191.0], [540.0, 326.5], [542.0, 391.5], [619.0, 21.5]]"
762,"I= Eedi
Ⓒ Eedi 2018
A
Only
Tom
-3
-2
1-
0
--2
--3-
--4-
B
Only
Katie
The line segment is one side of a
square.
Tom says a vertex of the square
could be (2,-2).
Katie says a vertex of the square
could be (1,5).
Who is correct?
Both Tom
and Katie
Neither is
correct","[[48.5, 20.5], [40.5, 465.0], [93.0, 399.5], [163.0, 107.5], [163.0, 136.0], [166.0, 166.5], [165.0, 201.5], [161.5, 252.0], [163.0, 280.5], [163.5, 309.5], [242.5, 400.5], [450.5, 85.5], [447.5, 166.5], [450.0, 247.0], [386.5, 313.0], [400.0, 417.0], [544.5, 416.5]]"
763,"I= Eedi
Ⓒ Eedi 2018
A
16
18
B
64
8
= ?
C
64
81
D
8
81","[[48.0, 20.0], [41.0, 465.0], [93.0, 300.0], [94.0, 368.0], [242.5, 300.0], [242.5, 355.0], [288.5, 128.0], [341.0, 144.0], [392.0, 300.5], [391.5, 369.0], [541.0, 300.5], [538.0, 368.5]]"
764,"I= Eedi
Which statement about the temperatures -7°C and 5°C is true?
A
5°C is 2°C
colder than
- 7°C
Ⓒ Eedi 2018
B
5°C is 12°C
colder than
- 7°C
5°C is 2°C
hotter than
-7°C
D
5°C is 12°C
hotter than
- 7°C","[[48.0, 20.0], [325.5, 133.0], [93.5, 283.0], [98.0, 372.0], [41.0, 465.0], [242.5, 283.0], [244.0, 371.0], [393.0, 372.0], [542.0, 282.5], [540.5, 372.0]]"
765,"I= Eedi
I
0.0
Ⓒ Eedi 2018
A
415
Which of the following fractions is the arrow
pointing to?
B
4
10
L
1.0
C
9
10
D
9
5
I
2.0
VA","[[48.0, 20.0], [51.5, 234.5], [41.0, 465.0], [94.0, 332.0], [92.0, 403.5], [318.5, 86.0], [242.5, 332.0], [242.0, 401.5], [322.0, 234.5], [392.0, 332.0], [391.5, 401.5], [540.5, 331.5], [538.0, 401.5], [593.0, 235.0], [619.0, 21.5]]"
766,"I= Eedi
[not to scale]
Ⓒ Eedi 2018
What is the shaded angle in this diagram?
50P
50°
A
B
C
D
65°
115⁰
100⁰
130°","[[48.0, 20.0], [63.0, 166.5], [41.0, 465.0], [312.5, 77.0], [116.5, 213.0], [294.0, 268.5], [399.0, 161.0], [400.0, 236.0], [399.5, 309.5], [400.0, 382.5], [452.5, 156.5], [456.0, 235.0], [459.0, 306.5], [460.0, 378.5]]"
767,"I= Eedi
9 x 24 9 x
Ⓒ Eedi 2018
A
20,4, 36, 226
0+
+ 9 x
Which of the following sets of numbers belong in the
boxes?
B
= 180 +
10, 4, 36, 216
=
20, 4, 36, 216
12, 12, 108, 288","[[48.5, 21.0], [141.0, 104.0], [41.0, 465.0], [93.5, 283.0], [92.0, 348.5], [246.5, 100.0], [296.0, 105.0], [328.5, 189.5], [242.5, 283.0], [429.5, 105.5], [239.5, 347.0], [547.5, 106.0], [388.0, 349.0], [536.5, 348.5]]"
768,"I= Eedi
What is the name
given to the red line
that intersects the
two dashed lines?
A
Parallel
Ⓒ Eedi 2018
B
Corresponding
Alternate
D
Transversal","[[48.0, 21.0], [133.0, 149.5], [92.5, 326.0], [93.5, 379.0], [41.0, 465.0], [242.0, 326.0], [237.5, 381.0], [396.5, 381.0], [540.0, 327.0], [550.0, 378.5]]"
769,"I= Eedi
A
Ⓒ Eedi 2018
Statement 1:
Statement 2:
Only statement
1 is true
What can you say about the above statements for
numbers p and q?
+(-q) = q
-(-q) = −q
B
Only
statement 2 is
true
Both
statements are
true
Both statements
are false
VA","[[48.0, 20.0], [95.5, 314.0], [41.0, 465.0], [199.0, 100.5], [96.0, 385.0], [326.5, 217.0], [347.0, 102.0], [244.0, 314.0], [248.0, 385.0], [397.0, 385.5], [545.0, 385.0], [619.0, 21.0]]"
770,"I= Eedi
What is the size of
angle q?
Ⓒ Eedi 2018
A
50°
B
130°
q
130⁰
70°
D
[not to scale]
Not enough
information","[[48.0, 20.0], [133.5, 150.5], [41.0, 465.0], [93.0, 325.5], [90.5, 378.0], [242.0, 326.0], [243.5, 379.0], [290.0, 233.5], [381.0, 116.0], [391.5, 378.0], [540.0, 326.5], [599.0, 56.0], [543.0, 385.5]]"
771,"I= Eedi
◎ Eedi 2018
A
16 12
42
B
12 16
42
Calculate
417
·+·
4 4
416
7
D
7
6","[[48.5, 20.5], [41.0, 465.0], [93.0, 283.0], [91.5, 342.0], [91.0, 356.5], [242.5, 283.0], [237.0, 345.0], [236.0, 333.5], [327.0, 106.5], [318.0, 168.5], [325.5, 155.0], [343.5, 169.0], [391.5, 358.0], [540.5, 282.5], [541.5, 347.0]]"
772,"I= Eedi
Ⓒ Eedi 2018
10
20 30 40
180 170 160 150 140 130
60
120
110 100
70 80 90 100
0 OL OZ
09
081 02 091 0SL OP O
OF
OE
110
-名店
What is the size of this angle?
A
B
C
D
52°
132°
128⁰
This is not an angle","[[48.5, 20.0], [41.0, 465.0], [171.0, 118.5], [245.0, 166.75], [237.0, 171.75], [258.0, 227.75], [170.0, 362.0], [257.5, 288.0], [238.5, 307.75], [469.0, 82.5], [398.5, 161.0], [400.0, 236.0], [399.0, 310.0], [401.0, 383.5], [487.5, 156.5], [488.5, 232.5], [491.0, 306.5], [515.5, 380.0]]"
773,"I= Eedi
Ⓒ Eedi 2018
What is the lowest common multiple of 6 and 7?
A
1
B
13
42
VA
They do not have a
lowest common
multiple","[[48.0, 20.0], [41.0, 465.0], [308.0, 169.0], [93.0, 283.0], [95.0, 346.5], [242.5, 283.0], [242.5, 347.0], [390.0, 347.0], [619.0, 21.0], [546.0, 374.5]]"
774,"I= Eedi
Ⓒ Eedi 2018
A
2|5
Which of the following fractions would lie
between and on a number line?
B
4
20
9
40
There are no
fractions
between these
two
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 291.0], [92.5, 362.0], [319.5, 137.5], [242.5, 291.0], [242.0, 360.5], [391.0, 360.5], [543.5, 371.0], [542.5, 425.0], [619.0, 21.5]]"
775,"I= Eedi
Ⓒ Eedi 2018
A
6
1
5x = 5÷?
B
1
6
C
616
Not possible","[[48.5, 20.5], [41.0, 465.0], [93.5, 300.0], [94.0, 363.0], [318.5, 150.5], [242.5, 300.0], [242.0, 368.0], [392.0, 300.5], [391.0, 368.0], [541.0, 364.0]]"
776,"I= Eedi
© 2018
(0,2)
.
y
B
(-1,2)
Here are 3 vertices of a
parallelogram.
X
What are the coordinates of
the 4th vertex?
C
(0,3)
D
AKO
(2,0)","[[24.0, 10.5], [19.5, 232.5], [45.5, 201.0], [73.0, 100.0], [81.0, 27.5], [121.5, 179.0], [121.0, 202.5], [236.5, 62.0], [182.0, 86.5], [246.5, 106.5], [197.5, 179.0], [197.5, 202.0], [270.5, 178.0], [308.5, 12.5], [271.0, 201.5]]"
777,"I= Eedi
Jo and Paul are trying to work out an
expression for the area of this shape.
Jo says you can do: pr +
qr
pr
Paul says you can do: +
Eedi 2018
A
Only
Jo
Who is correct?
B
(q-p)r
2
Only
Paul
r
Both Jo
and Paul
р
q
D
Neither is
correct","[[48.5, 20.5], [188.0, 89.0], [159.0, 160.0], [189.0, 216.5], [44.5, 464.5], [92.5, 360.0], [93.5, 418.5], [188.5, 274.0], [242.0, 360.0], [297.0, 158.0], [242.5, 419.0], [390.5, 146.0], [400.0, 418.5], [476.5, 55.5], [492.5, 233.5], [540.0, 359.5], [544.5, 418.0]]"
778,"I= Eedi
Ⓒ Eedi 2018
A
What is the
perimeter of this
rectangle?
35 cm
B
33 cm
16.5 cm
2.5 cm
14 cm
D
Not enough
information
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 326.0], [188.5, 161.5], [93.5, 373.0], [242.0, 326.0], [240.5, 372.0], [395.5, 373.5], [445.0, 66.5], [511.0, 167.5], [540.0, 326.5], [541.5, 385.5], [619.0, 21.5]]"
779,"I= Eedi
Ⓒ Eedi 2018
A
131⁰
49°
B
n°
What is the size of angle n?
141⁰
35°
96°
[not to scale]
D
84°
VA","[[48.5, 20.0], [41.0, 465.0], [92.5, 327.0], [93.0, 379.0], [221.0, 168.5], [242.0, 326.5], [299.5, 157.5], [319.0, 246.5], [249.0, 377.5], [402.5, 181.0], [394.25, 378.5], [569.5, 191.0], [540.0, 325.5], [539.5, 375.5], [619.0, 21.5]]"
780,"I= Eedi
Ⓒ Eedi 2018
A
Which angle is alternate to angle q?
BD
C
B
9
A
D
VA","[[48.0, 21.0], [41.0, 465.0], [106.0, 414.0], [319.0, 65.0], [246.5, 278.0], [263.5, 300.25], [256.5, 414.0], [369.5, 205.5], [396.0, 223.0], [554.0, 414.0], [619.0, 21.5]]"
781,"I= Eedi
Using the diagram, which of
the following correctly
completes the equation
above?
Ⓒ Eedi 2018
A
3r = ...
2
B
3w
P
C
2p
g
r W
2g","[[48.5, 20.5], [153.0, 175.5], [41.0, 465.0], [93.0, 363.0], [153.5, 88.5], [91.0, 419.0], [242.0, 363.0], [239.5, 416.0], [388.5, 240.5], [391.5, 362.5], [391.0, 417.5], [473.0, 242.0], [560.0, 243.5], [547.0, 416.0]]"
782,"I= Eedi
Squares have been arranged in these patterns:
© 2018
Pattern 1 Pattern 2
20
How many squares would there be in Pattern 6?
B
Pattern 3
22
Pattern 4
C
23
D
24
PRO","[[23.0, 10.5], [126.0, 37.0], [19.5, 232.5], [75.0, 69.0], [45.0, 197.0], [155.5, 137.5], [121.0, 171.5], [150.5, 68.5], [120.0, 197.5], [208.0, 68.5], [195.0, 171.5], [195.0, 197.5], [270.0, 171.0], [269.5, 197.0], [309.0, 13.0]]"
783,"I= Eedi
Ⓒ Eedi 2018
A
4 x 10
Write 40 as a product of prime factors.
B
2x2x5x5
2x2x2x5
D
1x1x2x5
VA","[[48.0, 20.0], [41.0, 465.0], [94.0, 283.0], [94.0, 347.0], [326.5, 149.0], [242.5, 282.0], [242.5, 347.0], [392.0, 346.5], [542.0, 282.5], [539.0, 347.0], [619.0, 21.0]]"
784,"I= Eedi
A shape has an area of n cm²
Its lengths are enlarged by a scale factor
of 4.
What is the area of the enlarged shape?
Ⓒ Eedi 2018
A
4n
B
8n
4n²
D
16n","[[48.5, 21.0], [203.5, 159.5], [41.0, 465.0], [93.5, 327.0], [90.5, 378.0], [242.0, 326.0], [242.5, 379.0], [391.0, 376.5], [540.0, 326.5], [538.5, 378.5]]"
785,"I= Eedi
Jo and Paul are discussing this ring of 10 equally
spaced dots
Jo says you can connect dots to create a regular
hexagon
Paul says you can connect dots to create a regular
pentagon
Who is correct?
© 2018
Only
30
B
Only
Paul
Both Jo
and Paul
D
Neither is
correct
pel","[[114.0, 27.0], [117.0, 74.0], [118.0, 124.0], [19.5, 232.5], [45.5, 197.5], [121.0, 166.0], [120.5, 198.0], [199.5, 197.5], [270.5, 166.0], [273.0, 197.0], [310.0, 10.0]]"
786,"I= Eedi
Ⓒ Eedi 2018
A
-16
What is the absolute value of -16?
B
-4
or 4
C
16
D
0
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 296.0], [90.0, 358.5], [318.5, 144.0], [241.5, 296.0], [234.0, 368.5], [391.0, 296.0], [390.0, 362.5], [540.0, 296.5], [538.0, 358.0], [619.0, 21.0]]"
787,"I= Eedi
Ⓒ Eedi 2018
A
400 + 20 + 7
427 x 7 =
2800+ 140 + 47
B
D
280+ 140 + 49
2800+ 140 + 49
VA","[[48.0, 20.0], [41.0, 465.0], [92.0, 206.5], [201.5, 208.5], [320.5, 95.0], [206.0, 332.0], [371.5, 207.5], [371.0, 327.5], [482.0, 211.0], [492.5, 334.5], [619.0, 21.0]]"
788,"I= Eedi
The sum of two bricks is equal
to the brick above.
What number should replace
the star?
Ⓒ Eedi 2018
A
-6
B
-4
C
6
1
-5
D
4
VA","[[48.0, 21.0], [171.0, 130.5], [167.0, 221.5], [41.0, 465.0], [93.0, 349.0], [91.0, 406.0], [242.0, 349.0], [241.0, 406.0], [391.0, 349.0], [388.0, 406.0], [484.5, 140.5], [511.0, 211.0], [540.5, 349.5], [538.0, 405.0], [619.0, 21.5]]"
789,"I= Eedi
A
-15 and -2
Ⓒ Eedi 2018
The product of two numbers is -30.
What could the two numbers be?
B
-20 and -10
-6 and 5
-30 and 0","[[48.0, 21.0], [93.5, 283.0], [97.5, 332.5], [41.0, 465.0], [312.5, 105.5], [313.5, 156.5], [242.5, 283.0], [244.5, 332.5], [389.5, 333.0], [547.5, 332.5]]"
790,"I= Eedi
A
4 x 7 = 28
Ⓒ Eedi 2018
7
B
7
4 = 28+7
28
7
Which of the following calculations is not
represented by the diagram above?
7
4 ÷ 28 = 7
287 x 4
VA","[[48.0, 20.0], [94.0, 283.0], [93.0, 348.5], [41.0, 465.0], [228.0, 127.5], [242.5, 283.0], [295.0, 128.0], [241.5, 346.0], [327.5, 82.5], [362.0, 127.5], [327.5, 206.5], [428.5, 128.0], [389.5, 348.5], [536.0, 348.5], [619.0, 21.0]]"
791,"I= Eedi
Ⓒ Eedi 2018
A
82
B
64
8²
=
16
D
10","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [91.5, 347.0], [242.5, 283.0], [244.0, 347.0], [308.0, 127.0], [332.0, 131.0], [391.0, 346.5], [542.0, 282.5], [540.0, 346.5]]"
792,"I= Eedi
Jo and Paul are talking about how to calculate the
angle marked s in this right-angled triangle.
Jo says add the 25° and the 90° and take that
answer away from 180°.
Paul says just calculate the difference between 90°
and 25°.
Ⓒ Eedi 2018
A
Only
Jo
Who is correct?
B
Only
Paul
C
Both Jo
and Paul
25
D
Neither is
correct
VA","[[48.0, 20.0], [213.0, 87.0], [212.5, 152.5], [213.0, 219.0], [41.0, 465.0], [93.0, 332.0], [93.0, 395.0], [213.5, 277.5], [242.0, 332.0], [242.0, 397.0], [392.5, 333.0], [400.5, 396.0], [497.5, 145.0], [540.0, 332.5], [545.5, 396.0], [619.0, 21.0]]"
793,"I= Eedi
Ⓒ Eedi 2018
A
25
B
10
Calculate
2÷
1
5
1
10
D
5
NIG
2","[[48.0, 20.0], [41.0, 465.0], [94.0, 315.0], [88.5, 378.5], [243.0, 314.0], [243.0, 378.5], [319.5, 109.0], [310.5, 176.5], [341.0, 176.0], [390.5, 377.0], [541.0, 314.5], [542.0, 363.0], [542.0, 381.5], [541.5, 393.5]]"
794,"I= Eedi
Jo and Paul are arguing about the result
of this Function Machine:
Ⓒ Eedi 2018
n
Jo says the output is: +3
5
n+3
Paul says the output is: 5
A
Only
Jo
Who is correct?
B
Only
Paul
O
D+57
n +5 +3
Both Jo
and Paul
D
Neither is
correct
FX1
?","[[48.0, 20.0], [207.5, 80.0], [41.0, 465.0], [206.5, 150.0], [207.5, 211.5], [92.5, 332.0], [93.0, 395.0], [207.0, 265.0], [242.0, 332.0], [242.0, 397.0], [393.0, 332.0], [508.5, 100.0], [400.5, 396.0], [540.0, 332.5], [545.5, 396.0], [617.0, 23.0], [594.5, 103.0]]"
795,"I= Eedi
Ⓒ Eedi 2018
If n can represent any number, is the statement above...
A
never true
6+n 26-n
B
sometimes
true
O
always true
D
Need more
information
VA","[[48.5, 20.5], [41.0, 465.0], [326.5, 205.0], [92.5, 332.0], [94.5, 389.0], [324.0, 125.0], [242.5, 332.0], [249.0, 401.0], [392.5, 332.5], [391.0, 390.0], [540.0, 332.5], [548.5, 402.0], [619.0, 21.0]]"
796,"I= Eedi
0.0
Ⓒ Eedi 2018
A
7
10
Which of the following fractions is the arrow
pointing to?
B
2
10
I
1.0
C
2|5
D
7
5
2.0
VA","[[48.0, 20.0], [56.5, 240.5], [41.0, 465.0], [94.0, 332.0], [93.0, 401.0], [318.5, 86.0], [242.5, 332.0], [242.5, 401.5], [328.0, 235.5], [392.0, 332.0], [389.0, 402.5], [540.5, 331.5], [539.0, 401.5], [598.0, 240.0], [619.0, 21.5]]"
797,"I= Eedi
Ⓒ Eedi 2018
Tom and Katie are arguing about adding fractions.
A
Only
Tom
7
Tom says + >2
Katie says+<3
Who is correct?
B
Only
Katie
C
Both Tom
and Katie
D
Neither is
correct
VA","[[48.0, 20.0], [41.0, 465.0], [311.0, 85.0], [93.0, 332.0], [93.0, 396.0], [310.5, 169.5], [309.5, 258.5], [242.0, 332.0], [242.5, 397.0], [392.5, 333.0], [400.0, 395.5], [540.0, 332.5], [545.5, 396.0], [619.0, 21.5]]"
798,"I= Eedi
© 2018
A
3 days
4000 minutes is about...
B
170 days
C
70 days
D
6 days
PO","[[23.5, 10.5], [19.5, 232.5], [47.0, 141.0], [48.5, 174.5], [159.5, 65.0], [121.0, 141.0], [122.5, 174.0], [196.5, 141.5], [197.5, 173.5], [270.0, 141.0], [270.5, 175.0], [309.5, 13.0]]"
799,"I= Eedi
A
Eedi 2018
= 1
1
12x = 4
B
Which of the following calculations
could this diagram represent?
131I3
1313
1
12 x = 36
C
1
4x = 12
3
1
3
1
3
D
1
W|TW|
3
1
3
12x=4","[[48.5, 20.5], [92.5, 350.0], [44.5, 464.5], [147.0, 129.0], [84.0, 405.5], [242.5, 349.0], [421.0, 90.0], [328.0, 181.5], [242.5, 404.5], [392.0, 349.0], [392.0, 410.0], [481.5, 147.5], [480.0, 197.5], [540.5, 348.5], [577.0, 147.5], [576.0, 196.0], [577.0, 173.5], [577.5, 197.0], [577.0, 222.5], [538.5, 410.0]]"
800,"I= Eedi
Ⓒ Eedi 2018
A
-30
(-3) × (-2)
(-0.2)
B
-3
30
D
3","[[48.0, 20.0], [41.0, 465.0], [127.5, 272.0], [120.0, 341.5], [315.5, 159.5], [269.0, 272.0], [260.5, 342.0], [389.0, 341.5], [517.0, 272.5], [519.5, 341.5]]"
801,"I= Eedi
What shape do you get if you join up the midpoints of the sides of
this shape?
Ⓒ Eedi 2018
A
B
Parallelogram
Rhombus
Kite
D Rectangle","[[48.5, 20.5], [322.5, 94.5], [41.5, 463.0], [452.0, 164.5], [451.0, 240.0], [548.5, 161.0], [531.5, 237.5], [506.5, 317.5], [506.0, 402.5]]"
802,"I= Eedi
A
p+q = 90°
Ⓒ Eedi 2018
pº
B
Which of the following is true?
qº
p + q = 100°
p + q = 180°
D
p + q = 360°","[[48.0, 20.0], [92.5, 326.5], [101.0, 380.0], [41.0, 465.0], [278.0, 165.0], [242.5, 325.0], [318.5, 245.0], [370.5, 153.5], [247.0, 378.5], [396.0, 380.0], [540.0, 325.5], [548.5, 378.5]]"
803,"I= Eedi
Ⓒ Eedi 2018
A
810
B
8400
2.1 x 400 =
C
840
D
210","[[48.0, 20.0], [41.0, 465.0], [94.0, 316.0], [92.0, 377.5], [242.5, 316.0], [240.5, 378.5], [343.0, 177.5], [392.0, 316.0], [389.5, 379.0], [540.5, 315.5], [540.0, 378.0]]"
